ID,Název,Zeměpisná šířka,Zeměpisná délka
1897,Vchynice,50.51027,14.01813
1897,Vchynice,50.51023,14.0198126
1895,Vchynice,rozc.,50.51571,14.0251
1895,Vchynice,rozc.,50.51572,14.0249977
1896,Vchynice,škola,50.5126152,14.022831
1896,Vchynice,škola,50.512455,14.0223827
2281,Vejprty,50.5005875,13.0333529
2281,Vejprty,50.5005875,13.0333529
2282,Vejprty koupaliště,50.4833641,13.033576
2282,Vejprty koupaliště,50.4833641,13.033576
2620,Vejprty st. hr.,0.0,0.0
2283,Vejprty zast.,50.4667625,13.0220795
2283,Vejprty zastávka,50.4667625,13.0220795
1826,Vejprty,CLO,0.0,0.0
1824,Vejprty,Nové Zvolání,50.4710846,13.0208464
1824,Vejprty,Nové Zvolání,50.471138,13.0207481
1823,Vejprty,Nové Zvolání,KOVO,50.4625244,13.0206108
1823,Vejprty,Nové Zvolání,KOVO,50.4625359,13.0204515
1822,Vejprty,Nové Zvolání,černý kříž,50.46485,13.0362358
1822,Vejprty,Nové Zvolání,černý kříž,50.4648552,13.0359926
1829,Vejprty,Přísečnická,50.4931755,13.0369158
1829,Vejprty,Přísečnická,50.4930573,13.0370026
1825,Vejprty,aut.st.,50.4918175,13.0320787
1825,Vejprty,aut.st.,50.49172,13.0320921
1827,Vejprty,háj.,50.4909554,13.0433674
1827,Vejprty,háj.,50.4909363,13.0432854
1828,Vejprty,předměstí,50.4824562,13.02507
1828,Vejprty,předměstí,50.4824371,13.0249605
1830,Vejprty,viadukt,50.4830971,13.0318308
1830,Vejprty,viadukt,50.4831429,13.0317478
2566,Velebudice,rozc.0.5,50.48575,13.6349163
2566,Velebudice,rozc.0.5,50.48581,13.634716
1851,Velemyšleves,50.40218,13.5633488
1851,Velemyšleves,50.4021721,13.563755
1846,Velemyšleves,Minice,50.3904076,13.5738869
1846,Velemyšleves,Minice,50.3903847,13.57397
1845,Velemyšleves,Minice,samota,50.3865,13.5693264
1845,Velemyšleves,Minice,samota,50.38651,13.5694656
1849,Velemyšleves,Triangle-sever,50.3776779,13.5787411
1850,Velemyšleves,Triangle-sever II,50.37944,13.5710506
1850,Velemyšleves,Triangle-sever II,50.37942,13.5711517
2551,Velemyšleves,Triangle-západ,50.37515,13.5666914
2551,Velemyšleves,Triangle-západ,50.37515,13.5666914
1847,Velemyšleves,Truzenice,50.3948822,13.572731
1847,Velemyšleves,Truzenice,50.3950348,13.5726662
1848,Velemyšleves,Zálezly,50.4068222,13.5512495
1848,Velemyšleves,Zálezly,50.4068222,13.5512495
1844,Velemín,50.5383,13.9774055
1844,Velemín,50.53784,13.9777794
2284,Velemín (Velemín),50.5379524,13.9777269
2284,Velemín (Velemín),50.5379524,13.9777269
1834,Velemín,Boreč,50.5102654,13.99013
1834,Velemín,Boreč,50.5102348,13.9902086
1832,Velemín,Bílinka,50.521225,14.0049019
1832,Velemín,Bílinka,50.5207825,14.005229
1831,Velemín,Bílinka,rozc.0.5,50.5190849,14.0021629
1831,Velemín,Bílinka,rozc.0.5,50.51913,14.0022669
1833,Velemín,Bílý Újezd,50.5485878,13.977581
1833,Velemín,Bílý Újezd,50.5468445,13.976491
1835,Velemín,Březno,50.52515,13.9746552
1835,Velemín,Březno,50.5251961,13.9748449
1836,Velemín,Dobkovičky,50.5559959,14.0028982
1837,Velemín,Hrušovka,rozc.,50.5519333,13.9852657
1837,Velemín,Hrušovka,rozc.,50.5518951,13.9852314
1839,Velemín,Milešov,50.5393181,13.9380932
1839,Velemín,Milešov,50.53963,13.93805
1838,Velemín,Milešov,Mlýnce rozc.0.5,50.538456,13.9495649
1838,Velemín,Milešov,Mlýnce rozc.0.5,50.53849,13.9496708
1842,Velemín,Milešovská,50.53696,13.9776649
1842,Velemín,Milešovská,50.5369759,13.9775333
1840,Velemín,Opárno,50.53561,14.0061855
1840,Velemín,Opárno,50.53555,14.0061417
1841,Velemín,Režný Újezd,50.517704,13.9957075
1841,Velemín,Režný Újezd,50.517765,13.995779
2359,Velemín,Režný Újezd,kaplička,50.51827,13.9942551
2359,Velemín,Režný Újezd,kaplička,50.5183144,13.99433
1843,Velemín,škola,50.5420151,13.9772949
1843,Velemín,škola,50.54204,13.9775171
2285,Veletice,50.29689,13.5725927
2285,Veletice,50.29689,13.5725927
1854,Veliká Ves,50.2695045,13.3747549
1854,Veliká Ves,50.2693748,13.3749409
1854,Veliká Ves,50.2694244,13.37517
1854,Veliká Ves,50.2694855,13.375227
1853,Veliká Ves,rozc.1.0,50.26969,13.3888416
1853,Veliká Ves,rozc.1.0,50.269783,13.38892
1856,Velká Bukovina,Karlovka,50.7413,14.3952188
1856,Velká Bukovina,Karlovka,50.7413445,14.3952513
1855,Velká Bukovina,Karlovka,samota,50.7431335,14.3865395
1855,Velká Bukovina,Karlovka,samota,50.743145,14.3866653
1857,Velká Bukovina,Malá Bukovina,ObÚ,50.74543,14.3728952
1857,Velká Bukovina,Malá Bukovina,ObÚ,50.74549,14.3728533
1858,Velká Bukovina,Malá Bukovina,u křížku,50.7437973,14.3793011
1858,Velká Bukovina,Malá Bukovina,u křížku,50.743866,14.3792715
1859,Velká Bukovina,cihelna,50.725544,14.3994856
1859,Velká Bukovina,cihelna,50.725563,14.3995953
1860,Velká Bukovina,rozc.,50.7298431,14.3968649
1860,Velká Bukovina,rozc.,50.7300377,14.3968945
2767,Velká Dobrá,50.1103935,14.0765915
2767,Velká Dobrá,50.1105156,14.0768118
2768,Velká Dobrá,škola,50.1094131,14.0684814
2768,Velká Dobrá,škola,50.1096039,14.0682859
1863,Velké Březno,50.6642876,14.1462641
1864,Velké Březno,50.6640778,14.1406631
1864,Velké Březno,50.66414,14.1405468
1863,Velké Březno (žst),50.6642876,14.1462641
1795,Velké Březno,Valtířov,osada,50.66901,14.1260118
1795,Velké Březno,Valtířov,osada,50.6688347,14.1260538
1796,Velké Březno,Valtířov,žel.st.,50.67175,14.1224079
1796,Velké Březno,Valtířov,žel.st.,50.6720047,14.1223192
1861,Velké Březno,Vítov,50.65548,14.1390476
1861,Velké Březno,Vítov,50.6552925,14.1390886
2956,Velké Březno,dolní točna,50.66039,14.1407967
2956,Velké Březno,dolní točna,50.66039,14.1407967
2955,Velké Březno,horní točna,0.0,0.0
2955,Velké Březno,horní točna,0.0,0.0
2956,Velké Březno,horní točna,50.6592865,14.1406994
2956,Velké Březno,horní točna,50.6592865,14.1406994
1862,Velké Březno,škola,50.66293,14.1413984
1862,Velké Březno,škola,50.6629677,14.1415339
1863,Velké Březno,žel.st.,50.6644669,14.1461945
1863,Velké Březno,žel.st.,50.66455,14.1459961
1873,Velké Chvojno,50.7324,14.0368137
1873,Velké Chvojno,50.7324,14.0368137
1865,Velké Chvojno,Arnultovice,50.7143745,14.0462561
1865,Velké Chvojno,Arnultovice,50.7144279,14.0461483
1866,Velké Chvojno,Luční Chvojno,50.7230759,14.0544729
1866,Velké Chvojno,Luční Chvojno,50.72307,14.0546083
1868,Velké Chvojno,Malé Chvojno,50.7404938,14.0277529
1868,Velké Chvojno,Malé Chvojno,50.7405128,14.0278921
1867,Velké Chvojno,Malé Chvojno,rozc.,50.74435,14.0225468
1867,Velké Chvojno,Malé Chvojno,rozc.,50.7436371,14.021349
1867,Velké Chvojno,Malé Chvojno,rozc.,50.74372,14.0224533
1869,Velké Chvojno,Mnichov,50.7224236,14.0769978
1869,Velké Chvojno,Mnichov,50.722496,14.0770111
1872,Velké Chvojno,škola,50.7297859,14.0352268
1872,Velké Chvojno,škola,50.7297821,14.0353336
1871,Velké Chvojno,Žďár,50.72866,14.02257
1871,Velké Chvojno,Žďár,50.72866,14.02257
1870,Velké Chvojno,Žďár,rozc.0.5,50.7278137,14.0327883
1870,Velké Chvojno,Žďár,rozc.0.5,50.7277832,14.032938
1870,Velké Chvojno,Žďár,rozc.0.5,50.7278137,14.0327883
1870,Velké Chvojno,Žďár,rozc.0.5,50.7277832,14.032938
1876,Velké Žernoseky,50.5379143,14.0643339
1876,Velké Žernoseky,50.53783,14.0642242
2286,Velké Žernoseky,50.5258751,14.0811586
2286,Velké Žernoseky,50.5258751,14.0811586
1874,Velké Žernoseky,bytovky,50.5429344,14.0672026
1874,Velké Žernoseky,bytovky,50.5424728,14.065937
2429,Velké Žernoseky,přístaviště,50.54028,14.0617476
1875,Velké Žernoseky,u hřiště,50.5324059,14.0690842
1875,Velké Žernoseky,u hřiště,50.5325127,14.0688477
2287,Velký Grunov,50.7113762,14.709219
2287,Velký Grunov,50.7113762,14.709219
2288,Velký Osek,0.0,0.0
2288,Velký Osek,0.0,0.0
2290,Velký Valtinov,0.0,0.0
2290,Velký Valtinov,0.0,0.0
1880,Velký Šenov,50.99324,14.3799219
1880,Velký Šenov,50.99324,14.3799219
1883,Velký Šenov zast.,51.0046539,14.3939486
1883,Velký Šenov zastávka,51.0046539,14.3939486
1879,Velký Šenov,Benzina,51.0000229,14.3905888
1879,Velký Šenov,Benzina,51.00002,14.3906755
1878,Velký Šenov,Janovka,50.9810371,14.4082785
1878,Velký Šenov,Janovka,50.98106,14.408206
1877,Velký Šenov,Janovka,rozc.,50.97898,14.4005518
1877,Velký Šenov,Janovka,rozc.,50.9789963,14.4006367
1881,Velký Šenov,Stap,50.9931221,14.3631678
1881,Velký Šenov,Stap,50.9932251,14.363203
1882,Velký Šenov,Stap 07,50.9870529,14.3877306
1882,Velký Šenov,Stap 07,50.9873352,14.3874245
1880,Velký Šenov,nám.,50.9917679,14.3791656
1880,Velký Šenov,nám.,50.9917679,14.3791656
1883,Velký Šenov,žel.zast.,51.0043831,14.3950138
1883,Velký Šenov,žel.zast.,51.0044136,14.3946476
2736,Veltrusy,50.2718468,14.3242807
2736,Veltrusy,50.27201,14.3244524
1884,Veltěže,50.3517342,13.8765659
1884,Veltěže,50.3517342,13.8765659
2291,Veltěže (žst),50.35919,13.8635492
2291,Veltěže (žst),50.35919,13.8635492
2291,Veltěže (žst),50.35919,13.8635492
3108,Velvary,Ješín,50.26381,14.1904774
3108,Velvary,Ješín,50.26381,14.1906357
3104,Velvary,Nové Uhy,50.2842522,14.2562742
3104,Velvary,Nové Uhy,50.28421,14.2562151
3107,Velvary,nám.,50.28192,14.2351246
3107,Velvary,nám.,50.28192,14.2351246
2943,Velvary,nám. ,50.2819176,14.2350807
3106,Velvary,škola,50.28083,14.2382545
3106,Velvary,škola,50.28083,14.2382545
3105,Velvary,žel.st.,50.2829056,14.2429819
3105,Velvary,žel.st.,50.2828751,14.2430344
2944,Velvary,žel.st. ,50.2828522,14.2430391
2944,Velvary,žel.st. ,50.2829056,14.242981
2292,Velvěty,50.6065941,13.8955622
2292,Velvěty,50.6065941,13.8955622
1892,Verneřice,50.66123,14.3018236
1892,Verneřice,50.6611366,14.3024158
1886,Verneřice,Příbram,dol.,50.66969,14.26677
1886,Verneřice,Příbram,dol.,50.6696472,14.2667246
1887,Verneřice,Příbram,rozc.,50.67039,14.2544708
1887,Verneřice,Příbram,rozc.,50.67034,14.2544584
1888,Verneřice,Rychnov,50.68691,14.2633028
1890,Verneřice,rozc.,50.68117,14.3105545
1890,Verneřice,rozc.,50.6817131,14.31105
1890,Verneřice,rozc.,50.681427,14.31037
1890,Verneřice,rozc.,50.681675,14.31073
1889,Verneřice,statek,50.66478,14.2855377
1889,Verneřice,statek,50.6647148,14.2855368
1891,Verneřice,sušička,50.6633072,14.293
1891,Verneřice,sušička,50.6632843,14.2928629
1885,Verneřice,Čáslav,rozc.,50.6675,14.276124
1885,Verneřice,Čáslav,rozc.,50.66739,14.2762146
3019,Verušičky,50.1416168,13.17315
3019,Verušičky,50.1417236,13.1733723
3018,Verušičky,Budov,rozc.,50.13602,13.1536722
3018,Verušičky,Budov,rozc.,50.1357536,13.1501875
3017,Verušičky,Hvězda,50.1346626,13.1199532
3017,Verušičky,Hvězda,50.13491,13.1198845
2293,Veselé p.Rabštejnem,50.79454,14.36279
2293,Veselé pod Rabštejnem,50.79454,14.36279
1894,Veselé,ObÚ,50.7811966,14.37612
1894,Veselé,ObÚ,50.7813,14.3761539
2470,Veselé,horní,50.7738876,14.3930683
2470,Veselé,horní,50.77404,14.3930492
209,Vilsnice,0.0,0.0
209,Vilsnice,0.0,0.0
209,Vilsnice,50.7463837,14.1805553
209,Vilsnice,50.7463837,14.1805553
209,Vilsnice,50.7463837,14.1805553
1904,Vilémov,50.3015747,13.3134031
1904,Vilémov,50.3015327,13.3134279
1905,Vilémov,50.99019,14.3372841
1905,Vilémov,50.99009,14.3373785
2419,Vilémov u Kadaně,50.3081551,13.332056
2419,Vilémov u Kadaně,50.3081551,13.332056
2420,Vilémov u Kadaně město,50.3041267,13.3112078
2420,Vilémov u Kadaně město,50.3041267,13.3112078
2294,Vilémov u Šluknova,50.99257,14.3213243
2294,Vilémov u Šluknova,50.99257,14.3213243
1903,Vilémov,Topolanský dvůr,50.30411,13.3442812
1903,Vilémov,Topolanský dvůr,50.3040123,13.3444748
1900,Vilémov,Zahořany,50.3107834,13.30963
1900,Vilémov,Zahořany,50.3116,13.3104439
1901,Vilémov,klub,50.99335,14.3287239
1901,Vilémov,klub,50.9933243,14.3285284
1902,Vilémov,rozc.,50.303772,13.3221092
1902,Vilémov,rozc.,50.3036041,13.32242
1906,Vinaře,50.3319778,13.3137217
1906,Vinaře,50.33167,13.3137522
1909,Vinařice,50.26537,13.822607
1909,Vinařice,50.26537,13.822607
3120,Vinařice,50.1753922,14.0929375
3120,Vinařice,50.1755066,14.0930824
3121,Vinařice,7.ulice,50.1713448,14.0890293
3121,Vinařice,7.ulice,50.1714821,14.0892038
1907,Vinařice,Divice,50.27645,13.8194075
1907,Vinařice,Divice,50.27645,13.8194075
3122,Vinařice,Důl Mayrau,50.1651649,14.0850668
3122,Vinařice,Důl Mayrau,50.1652679,14.0849924
1908,Vinařice,Sokolovna,50.26761,13.8229847
1908,Vinařice,Sokolovna,50.26761,13.8229847
3123,Vinařice,Tuháň,50.1631432,14.0879831
3123,Vinařice,Tuháň,50.16318,14.0878782
3118,Vinařice,Zahr.kolonie,50.18301,14.0767279
3118,Vinařice,Zahr.kolonie,50.1825066,14.0774307
3119,Vinařice,škola,50.17742,14.0903912
3119,Vinařice,škola,50.17742,14.0903912
1910,Vintířov,50.3046227,13.2733955
1910,Vintířov,50.3045425,13.2734289
1911,Vitčice,50.2840347,13.34227
1911,Vitčice,50.2840843,13.3423281
2422,Vitčice,50.2825661,13.3382273
2422,Vitčice (žst),50.2825661,13.3382273
1913,Vlastislav,50.49709,13.9552164
1913,Vlastislav,50.4970055,13.9556627
1912,Vlastislav,rozc.,50.4939766,13.9579124
1912,Vlastislav,rozc.,50.4938927,13.9578886
2295,Vlčí Důl-Dobranov,0.0,0.0
2295,Vlčí Důl-Dobranov,0.0,0.0
1914,Voděrady,rozc.0.6,50.4200745,13.5105009
1914,Voděrady,rozc.0.6,50.4200745,13.5105009
2526,Vojkovice nad Ohří,50.3073845,13.0160332
1916,Volevčice,50.4346123,13.6907749
1916,Volevčice,50.4346123,13.6907749
2296,Volevčice,50.4339828,13.687212
2296,Volevčice (žst),50.4339828,13.687212
1915,Volevčice,za kostelem,50.4338531,13.69132
1915,Volevčice,za kostelem,50.4338531,13.69132
2933,Vraný,50.32621,14.0173512
2933,Vraný,50.3263054,14.0173864
2934,Vraný,Horní Kamenice,50.3219528,14.0586214
2934,Vraný,Horní Kamenice,50.3220139,14.0585642
2297,Vraňany,50.33522,14.3717175
2297,Vraňany,50.33522,14.3717175
2297,Vraňany,50.33522,14.3717175
2297,Vraňany,50.33522,14.3717175
2922,Vraňany,50.31717,14.3618135
2922,Vraňany,50.3171463,14.3618984
2923,Vraňany,Mlčechvosty,50.31865,14.3399277
2854,Vraňany,u nadjezdu,50.33481,14.3721132
2854,Vraňany,u nadjezdu,50.33481,14.3721132
2852,Vraňany,škola,50.31916,14.3634129
2852,Vraňany,škola,50.31916,14.3634129
2853,Vraňany,žel.st.,50.3349838,14.3722
2853,Vraňany,žel.st.,50.33481,14.3721132
1917,Vražkov,50.3721962,14.2680578
1917,Vražkov,50.37234,14.2682667
2298,Vražkov,50.3673058,14.2650957
2298,Vražkov (žst),50.3673058,14.2650957
1920,Vrbice,50.4829025,14.2866077
1920,Vrbice,50.4829025,14.2866077
3021,Vrbice,Bošov,50.1354561,13.2353048
1918,Vrbice,Mastířovice,rozc.,50.48943,14.3085384
1918,Vrbice,Mastířovice,rozc.,50.4893341,14.308588
3020,Vrbice,Skřipová,rozc.,50.1417236,13.1733723
3020,Vrbice,Skřipová,rozc.,50.135788,13.1994295
1919,Vrbice,Vetlá,50.4720726,14.2892809
1919,Vrbice,Vetlá,50.4720726,14.2892809
1921,Vrbičany,50.46375,14.0841169
1921,Vrbičany,50.4638748,14.0842161
2299,Vrbičany,50.30965,14.0008268
2299,Vrbičany (žst),50.30965,14.0008268
2484,Vrbičany,rozc.,50.4595261,14.0872192
2484,Vrbičany,rozc.,50.4594536,14.0872068
2409,Vrbka,50.3899574,14.140522
2409,Vrbka,50.3899574,14.140522
1923,Vrbno n.Lesy,50.3220558,13.906929
1923,Vrbno n.Lesy,50.32216,13.9068117
2300,Vrbno n.Lesy (žst),50.3276863,13.9065065
1922,Vrbno n.Lesy,žel.st.,50.3245163,13.9090261
1922,Vrbno n.Lesy,žel.st.,50.324543,13.90897
2300,Vrbno nad Lesy,50.3276863,13.9065065
1935,Vroutek,50.18079,13.3808289
1935,Vroutek,50.1810074,13.38126
2301,Vroutek,50.18366,13.3741922
2301,Vroutek (žst),50.18366,13.3741922
1931,Vroutek,Karlovarská,50.17697,13.3766489
1931,Vroutek,Karlovarská,50.1769638,13.3768129
1932,Vroutek,Kryrská,50.1775932,13.38439
1932,Vroutek,Kryrská,50.1776466,13.38449
1924,Vroutek,Lužec,50.1580048,13.3495359
1924,Vroutek,Lužec,50.15799,13.3497686
1925,Vroutek,Mlýnce,50.1602821,13.31801
1925,Vroutek,Mlýnce,50.16023,13.31792
1927,Vroutek,Skytaly,50.1682472,13.301156
1927,Vroutek,Skytaly,50.1681862,13.3011494
1926,Vroutek,Skytaly,rozc.1.0 Dětaň,50.1945419,13.3225164
1926,Vroutek,Skytaly,rozc.1.0 Dětaň,50.1945152,13.3226662
1928,Vroutek,Vesce,rozc.,50.1590767,13.3298559
1928,Vroutek,Vesce,rozc.,50.1590233,13.32985
1929,Vroutek,Vidhostice,50.1560173,13.372159
1929,Vroutek,Vidhostice,50.1558838,13.3725719
1930,Vroutek,Vrbička,50.1768265,13.2936039
1930,Vroutek,Vrbička,50.17678,13.2938175
1933,Vroutek,líheň,50.1905327,13.36247
1933,Vroutek,líheň,50.190712,13.3623362
1934,Vroutek,závod,50.17304,13.3767328
1934,Vroutek,závod,50.1730652,13.3769178
1936,Vrskmaň,50.48867,13.4966841
1936,Vrskmaň,50.48867,13.4966841
1964,Vrskmaň,Zaječice,50.4866867,13.4787054
1964,Vrskmaň,Zaječice,50.4866867,13.4787054
1940,Vrutice,50.5019646,14.2901392
1940,Vrutice,50.5019646,14.2901392
1939,Vrutice,Svařenice,50.5008125,14.2990046
1939,Vrutice,Svařenice,50.50041,14.299469
2545,Vrutice,Svařenice,Vrbická,50.4989777,14.2978563
2545,Vrutice,Svařenice,Vrbická,50.49895,14.2981243
1938,Vršovice,50.3678665,13.8421936
1938,Vršovice,50.3678665,13.8421936
1937,Vršovice,u jezu,50.3728828,13.8507681
1937,Vršovice,u jezu,50.3728828,13.8507681
2720,Vysoká Libyně,50.0211334,13.4533472
2720,Vysoká Libyně,50.02126,13.4532719
1948,Vysoká Pec,50.520462,13.4697046
1948,Vysoká Pec,50.520462,13.4697046
1947,Vysoká Pec,rozc.1.0,50.51289,13.4689159
1947,Vysoká Pec,rozc.1.0,50.51303,13.4689817
2425,Vysoké Třebušice,50.2605,13.3916922
2425,Vysoké Třebušice,50.2605,13.3916922
1946,Výsluní,50.46614,13.2370672
1946,Výsluní,50.4662361,13.2379255
2303,Výsluní,50.48099,13.2117443
2303,Výsluní (žst),50.48099,13.21175
1943,Výsluní,Kýšovice,50.4726143,13.2543669
1943,Výsluní,Kýšovice,50.4726257,13.2548676
1944,Výsluní,Třebíška,rozc.,50.4638252,13.2320642
1944,Výsluní,Třebíška,rozc.,50.4637756,13.2321148
1945,Výsluní,Volyně,rozc.,50.4519157,13.1785622
1945,Výsluní,Volyně,rozc.,50.4518623,13.1785917
1953,Výškov,50.3941078,13.6728745
1953,Výškov,50.3941078,13.6728745
2304,Výškov v Čechách,50.39234,13.68917
2304,Výškov v Čechách,50.39234,13.68917
1951,Výškov,Počerady,50.418457,13.6876049
1951,Výškov,Počerady,50.418457,13.6876049
1950,Výškov,Počerady,Elna,50.42652,13.6828651
1952,Výškov,záv.,50.3930855,13.6908541
1952,Výškov,záv.,50.3930855,13.6908541
1821,Vědomice,50.433342,14.2537661
1821,Vědomice,50.433342,14.2537661
1817,Vědomice,Zavadilka,50.4411621,14.2614775
1817,Vědomice,Zavadilka,50.4411621,14.2614775
1817,Vědomice,Zavadilka,50.4411621,14.2614775
1817,Vědomice,Zavadilka,50.4411621,14.2614775
2594,Vědomice,Zavadilka,Na Průhonu,50.44164,14.2611713
2594,Vědomice,Zavadilka,Na Průhonu,50.4415779,14.260932
1818,Vědomice,lesní školka,50.4505768,14.2573595
1818,Vědomice,lesní školka,50.4505768,14.2573595
3140,Vědomice,most,50.43161,14.262846
3140,Vědomice,most,50.4315071,14.2622967
1819,Vědomice,plavecký bazén,50.431694,14.2603006
1819,Vědomice,plavecký bazén,50.431694,14.2603006
3143,Vědomice,přívoz,50.42816,14.2663021
1820,Vědomice,rozc.0.7,50.4350777,14.2645578
1820,Vědomice,rozc.0.7,50.4350777,14.2645578
1941,Všehrdy,50.41897,13.4605227
1942,Všestudy,50.4589462,13.5065546
1942,Všestudy,50.4589462,13.5065546
2302,Všetaty,0.0,0.0
2302,Všetaty,0.0,0.0
1963,Zabrušany,50.6050644,13.7872419
1963,Zabrušany,50.60487,13.7873011
1960,Zabrušany,ObÚ,50.60499,13.7878876
1960,Zabrušany,ObÚ,50.604847,13.7878065
1963,Zabrušany,ObÚ,50.6049919,13.7878895
1963,Zabrušany,ObÚ,50.6048431,13.7878084
1954,Zabrušany,Straky,50.6117439,13.806098
1954,Zabrušany,Straky,50.6117821,13.8063173
1956,Zabrušany,Všechlapy,50.6075172,13.7901621
1956,Zabrušany,Všechlapy,50.60735,13.7903147
1961,Zabrušany,rozc.,50.60171,13.7753077
1961,Zabrušany,rozc.,50.6017838,13.774334
1962,Zabrušany,vodárna,50.6031837,13.7757244
1962,Zabrušany,vodárna,50.6031837,13.7758245
1955,Zabrušany,Štěrbina,50.612072,13.7988825
1955,Zabrušany,Štěrbina,50.6119728,13.798605
1959,Zabrušany,Želénky,50.59859,13.7808495
1957,Zabrušany,Želénky,Fučík,50.5923538,13.7877083
1957,Zabrušany,Želénky,Fučík,50.5925522,13.7871332
1958,Zabrušany,Želénky,křiž.,50.59889,13.7816811
1958,Zabrušany,Želénky,křiž.,50.5982666,13.7819376
2306,Zahrady u Rumburka,50.9341545,14.4830055
2306,Zahrady u Rumburka,50.9341545,14.4830055
2305,Zahrádky u Čes.Lípy,0.0,0.0
2305,Zahrádky u České Lípy,0.0,0.0
1974,Zbrašín,50.2981033,13.7648888
1974,Zbrašín,50.2981033,13.7648888
1972,Zbrašín,Hořany,50.2940636,13.749176
1972,Zbrašín,Hořany,50.2940636,13.749176
1973,Zbrašín,Senkov,rozc.,50.2965279,13.781435
1973,Zbrašín,Senkov,rozc.,50.2965279,13.781435
2309,Zdislava,0.0,0.0
2309,Zdislava,0.0,0.0
1975,Zelená,50.4474525,13.3225
1975,Zelená,50.4472542,13.3228083
3047,Zichovec,50.2700348,13.9257565
3047,Zichovec,50.27006,13.9259872
2351,Zinnwald,,Grenzsteinhof,50.7368355,13.7572966
2351,Zinnwald,,Grenzsteinhof,0.0,0.0
2350,Zinnwald,,Wendeplatz,50.73629,13.7617683
2350,Zinnwald,,Wendeplatz,0.0,0.0
2349,Zinnwald,,ZOLL,0.0,0.0
2349,Zinnwald,,ZOLL,0.0,0.0
2352,Zinnwald,Georgenfeld,Zollhof,50.74444,13.757061
2352,Zinnwald,Georgenfeld,Zollhof,0.0,0.0
2339,Zittau,0.0,0.0
2339,Zittau,0.0,0.0
2340,Zittau Gr.,0.0,0.0
2310,Zlonice,50.28844,14.0922136
2310,Zlonice,50.23225,14.0848808
2310,Zlonice,50.2850075,14.0781612
2310,Zlonice,50.2850075,14.0781612
2311,Zlonice zast.,50.2825432,14.0933495
3060,Zlonice,Lisovice,50.2870178,14.0660448
3060,Zlonice,Lisovice,50.2875824,14.0664
3063,Zlonice,Nádražní,50.2841377,14.0917931
3063,Zlonice,Nádražní,50.28413,14.0917406
3061,Zlonice,Pejšova,50.2862358,14.0832767
3061,Zlonice,Pejšova,50.2862854,14.0833788
3062,Zlonice,u fary,50.2857437,14.089694
3062,Zlonice,u fary,50.28581,14.0895567
3064,Zlonice,závod,50.28168,14.08555
3064,Zlonice,závod,50.281723,14.085638
2672,Zlonice,Škola,50.28344,14.0923414
2672,Zlonice,Škola,50.2833824,14.0925264
2906,Zlonín,Rozc.,50.2111435,14.4989147
2906,Zlonín,Rozc.,50.2103271,14.4989252
1976,Zubrnice,50.6501045,14.2200031
1976,Zubrnice,50.6500435,14.2204933
2393,Zubrnice,50.6470261,14.21739
2393,Zubrnice (žst),50.6470261,14.21739
1705,Zubrnice,Týniště,50.63814,14.22035
1705,Zubrnice,Týniště,0.0,0.0
2393,Zubrnice,žel.st.,0.0,0.0
2393,Zubrnice,žel.st.,0.0,0.0
2521,Záhořice,0.0,0.0
1965,Zákoutí,50.542717,13.3467684
1965,Zákoutí,50.542614,13.34675
2307,Zákupy,0.0,0.0
2307,Zákupy,0.0,0.0
2050,Zákupy-Božíkov,0.0,0.0
2050,Zákupy-Božíkov,0.0,0.0
1969,Zálužice,Stekník,50.3255539,13.6225443
1969,Zálužice,Stekník,50.325592,13.6227064
1970,Zálužice,rozc.,50.31732,13.6090794
1970,Zálužice,rozc.,50.3173065,13.6090012
2308,Záluží,50.45863,14.3231421
2308,Záluží,50.4586143,14.3232594
2308,Záluží,50.45679,14.3254194
2308,Záluží,50.45679,14.3254194
1967,Záluží,CHEMOPETROL,50.55956,13.6013765
1967,Záluží,CHEMOPETROL,50.55956,13.6013765
1966,Záluží,Kozlovice,rozc.,50.45454,14.3144922
1966,Záluží,Kozlovice,rozc.,50.45452,14.3145676
1968,Záluží,Petrochemie,50.57062,13.60368
1968,Záluží,Petrochemie,0.0,0.0
1971,Zásada u Rašovic,50.3718529,13.2287855
1971,Zásada u Rašovic,50.37181,13.2287245
2954,garáže Litoměřice,0.0,0.0
2953,garáže Roudnice nad Labem,50.4281158,14.2447567
2927,garáže Varnsdorf,0.0,0.0
2596,garáže Ústí n.L.,0.0,0.0
2977,odb. Bažantnice,0.0,0.0
2978,odb. Vrbka,0.0,0.0
1585,vozovna Teplice,50.65653,13.832428
2973,výh. Radonice nad Ohří,0.0,0.0
2983,výh. Žizníkov,0.0,0.0
2506,ÚNL hl.n.jih,50.6514626,14.0413914
1706,Údlice,nám.,50.4395638,13.4604549
1706,Údlice,nám.,50.4395638,13.4604549
1707,Údlice,pila,50.4424934,13.4556513
1707,Údlice,pila,50.4424934,13.4556513
3098,Údlice,rozc.Pražská,50.43072,13.44883
3098,Údlice,rozc.Pražská,50.4307,13.4491692
1708,Údlice,učiliště,50.44063,13.4573288
1708,Údlice,učiliště,50.44063,13.4573288
1708,Údlice,učiliště,50.4401436,13.4571638
2599,Údlice,zahrádky,50.4482841,13.4458084
2599,Údlice,zahrádky,50.4482841,13.4458084
2600,Údlice,čistička,50.44558,13.4509478
